x_raw,y_raw,theta_raw
-0.0562593936920166,-1.2215657234191897,0.0049928435679505
-0.0562299489974975,-1.221590280532837,0.00501057091204
-0.0562177300453186,-1.221593976020813,0.0050184072390072
-0.0562312006950378,-1.2215907573699951,0.0050097674078948
-0.0562435984611511,-1.221570372581482,0.0050055560907106
-0.056251585483551,-1.2215726375579834,0.0049957030630213
-0.0562246441841125,-1.2215948104858398,0.0050119764742801
-0.0562304854393005,-1.2215813398361206,0.0050144233505358
-0.0562188029289245,-1.2215956449508667,0.0050202488861971
-0.0562090277671813,-1.2215938568115234,0.0050278241130988
-0.0562658309936523,-1.221566081047058,0.0049865164452521
-0.0562473535537719,-1.2215749025344849,0.0050035046955963
-0.0562615990638732,-1.2215620279312134,0.0049902493192903
-0.0562589764595031,-1.221566915512085,0.0049972811166816
-0.056219458580017,-1.2215901613235474,0.0050141036575932
-0.0562260150909423,-1.221590518951416,0.0050119163484653
-0.0561991333961486,-1.2216006517410278,0.0050274830043825
-0.0561954379081726,-1.22160804271698,0.0050246334635633
-0.056229293346405,-1.2215862274169922,0.0050135335467324
-0.0562250018119812,-1.2215967178344729,0.0050153056533546
-0.0562942624092102,-1.221544861793518,0.0049720933007358
-0.0562487244606018,-1.221571922302246,0.0050053622092417
-0.0562347769737243,-1.2215843200683594,0.005013134426289
-0.0562239289283752,-1.221590876579285,0.0050169399988139
-0.0562411546707153,-1.2215837240219116,0.0050056755004691
-0.0561766028404235,-1.2216144800186155,0.005042055344851
-0.0562124848365783,-1.2216002941131592,0.0050198387748217
-0.0562347173690795,-1.221579909324646,0.0050146610663355
-0.0562208890914917,-1.2215940952301023,0.0050169349125174
-0.0562760233879089,-1.2215651273727417,0.0049743463223475
-0.0562161803245544,-1.2215911149978638,0.0050222016685764
-0.0562071800231933,-1.2216038703918457,0.0050188740448594
-0.0562242269515991,-1.221590518951416,0.0050114496306902
-0.056235134601593,-1.2215858697891235,0.0050018183151185
-0.0561996698379516,-1.221606731414795,0.0050294201483803
-0.0562280416488647,-1.221592664718628,0.0050101503453232
-0.0562204122543334,-1.2215945720672607,0.0050176502174155
-0.0562206506729126,-1.2216010093688965,0.0050119044208738
-0.0562230944633483,-1.2215967178344729,0.0050120473784554
-0.056214153766632,-1.221593141555786,0.0050247872098446
-0.0562195181846618,-1.2215880155563354,0.0050158862111037
-0.0562820434570312,-1.2215523719787598,0.0049840338225795
-0.0562254786491394,-1.221590518951416,0.0050121477960293
-0.0562112927436828,-1.2215992212295532,0.0050245871665102
-0.0562595725059509,-1.2215707302093506,0.005001892887179
-0.0562388896942138,-1.2215750217437744,0.0050042528311809
-0.0562352538108825,-1.2215789556503296,0.0050109443102458
-0.0562297105789184,-1.2215858697891235,0.0050074609686263
-0.0562452673912048,-1.2215721607208252,0.0050051951529965
-0.0562629103660583,-1.221556305885315,0.0049917438249872
-0.0562011003494262,-1.2216025590896606,0.0050220301110364
-0.0562775135040283,-1.2215584516525269,0.0049844463799448
-0.0562404990196228,-1.2215811014175415,0.0050081680613287
-0.0562099814414978,-1.2216016054153442,0.0050196794531434
-0.0562230944633483,-1.2215960025787354,0.0050148512449136
-0.0562149882316589,-1.2216010093688965,0.0050204546771133
-0.0562601685523986,-1.221568584442139,0.0049876890737194
-0.0562372207641601,-1.2215852737426758,0.0050020315722211
-0.0562324523925781,-1.2215731143951416,0.0050084617176678
-0.0562360882759094,-1.221589207649231,0.0050054594979147
-0.0561763048171997,-1.2216124534606934,0.0050441523122581
-0.05624920129776,-1.221570611000061,0.0049938928029862
-0.0562326908111572,-1.2215783596038818,0.0050053683304623
-0.0562284588813781,-1.2215814590454102,0.0050065832224894
-0.0562043190002441,-1.221607327461243,0.0050221943973791
-0.0562435388565063,-1.221582055091858,0.0050017947407625
-0.0562438368797302,-1.2215797901153564,0.005001359350855
-0.0562459826469421,-1.2215758562088013,0.0049982137084079
-0.0562256574630737,-1.2215914726257324,0.0050125305917158
-0.0562683939933776,-1.221562385559082,0.0049892294516489
-0.0562275648117065,-1.2215847969055176,0.0050135102033057
-0.0562222003936767,-1.221589207649231,0.0050178993530775
-0.0562162995338439,-1.2215986251831057,0.0050237733940765
-0.0561964511871337,-1.221605896949768,0.0050271787711868
-0.0562142133712768,-1.2216033935546875,0.0050201559995893
-0.0562629699707031,-1.2215721607208252,0.0049957700637154
-0.056221604347229,-1.221585750579834,0.0050199661242894
-0.0562208294868469,-1.221590280532837,0.0050142374170772
-0.0562375783920288,-1.2215781211853027,0.0050115742333598
-0.0562173128128051,-1.2215988636016846,0.0050225479696684
-0.0561943650245666,-1.2216072082519531,0.0050285022314762
-0.0561892986297607,-1.221608281135559,0.0050325338890656
-0.0562562942504882,-1.2215752601623535,0.0049995169030473
-0.0561785697937011,-1.2216209173202517,0.0050336785690618
-0.0562542080879211,-1.2215638160705566,0.0049970222973716
-0.0562424659729003,-1.2215776443481443,0.0050029025474518
-0.0562865138053894,-1.2215474843978882,0.0049792410183907
-0.0561913251876831,-1.2216157913208008,0.0050337989073354
-0.0562133193016052,-1.2215946912765503,0.0050203092856026
-0.0562164783477783,-1.221587896347046,0.0050176214310268
-0.0562238693237304,-1.2215970754623413,0.0050157366194106
-0.0562195181846618,-1.2215896844863892,0.0050226432477524
-0.0561942458152771,-1.2216110229492188,0.0050297125953593
-0.0562573075294494,-1.2215721607208252,0.0049938336999859
-0.0562441945075988,-1.2215805053710938,0.0050051375916877
-0.0562409162521362,-1.221582531929016,0.0050037028551736
-0.0562138557434082,-1.2215962409973145,0.0050238747666537
-0.056222379207611,-1.221590876579285,0.005017463845902
-0.0562081336975097,-1.2216016054153442,0.0050238950185709
-0.0562468171119689,-1.221576452255249,0.0050051600321432
-0.05624920129776,-1.221582055091858,0.0050030848815801
-0.0562052726745605,-1.2216007709503174,0.0050251113974159
-0.0562358498573303,-1.221584677696228,0.0050092348230006
-0.056219458580017,-1.2215856313705444,0.0050146290064693
-0.0561978816986084,-1.2216053009033203,0.0050320380622931
-0.0562309026718139,-1.2215869426727295,0.0050067934057064
-0.0562925934791564,-1.2215471267700195,0.0049792320342368
-0.0562363266944885,-1.2215864658355713,0.0050046579401795
-0.0562376379966735,-1.221585988998413,0.0050073912068169
-0.0562229752540588,-1.2215914726257324,0.005009522656759
-0.0562322735786438,-1.2215880155563354,0.0050132753427794
-0.0561785101890563,-1.2216196060180664,0.0050373838050707
-0.0562701821327209,-1.2215648889541626,0.0049914639530867
-0.056233525276184,-1.221590518951416,0.0050081131034355
-0.0562085509300231,-1.2215993404388428,0.0050223051527053
-0.0561945438385009,-1.2216079235076904,0.0050335372010909
-0.0562376976013183,-1.2215851545333862,0.0050077127320349
-0.0562245845794677,-1.2215933799743652,0.0050140590009551
-0.0562485456466674,-1.2215795516967771,0.0049969341376745
-0.0562190413475036,-1.221588134765625,0.0050191712578485
-0.0562303662300109,-1.221590280532837,0.005011425986753
-0.0562091469764709,-1.221603274345398,0.0050219026929884
-0.0562162995338439,-1.2215924263000488,0.0050187294583901
-0.0561916232109069,-1.221609592437744,0.0050283505739729
-0.056203007698059,-1.2216050624847412,0.0050253128769576
-0.0562420487403869,-1.2215864658355713,0.0050049823288706
-0.0561879277229309,-1.221609354019165,0.0050339286807777
-0.056234061717987,-1.221585035324097,0.0050092518152217
-0.0562086701393127,-1.2216072082519531,0.0050200645943084
-0.0562479496002197,-1.2215770483016968,0.0049987506459459
-0.0562410950660705,-1.2215838432312012,0.0050008208295258
-0.0562509298324584,-1.2215771675109863,0.0049980673638333
-0.0561898946762084,-1.221618413925171,0.0050273049228693
-0.0562452673912048,-1.221582293510437,0.0050064958861496
-0.0562304258346557,-1.2215818166732788,0.0050127891191603
-0.0562368631362915,-1.221579909324646,0.0050072266528829
-0.0562056899070739,-1.221599578857422,0.0050244356645317
-0.0562151670455932,-1.2216007709503174,0.0050183316612057
-0.056208848953247,-1.2216053009033203,0.0050185853072516
-0.0562738180160522,-1.2215527296066284,0.0049863240443585
-0.0562126040458679,-1.221593737602234,0.0050230085209077
-0.0562367439270019,-1.2215917110443115,0.0050106812620748
-0.0562676787376403,-1.2215642929077148,0.0049915130332656
-0.0563042759895324,-1.2215403318405151,0.0049696749921429
-0.0562329292297363,-1.2215895652770996,0.0050074799254107
-0.056219458580017,-1.2215968370437622,0.0050167794691452
-0.0562008023262023,-1.221601128578186,0.0050248308710094
-0.0562694668769836,-1.2215631008148191,0.0049890997552383
-0.0562065839767456,-1.221593976020813,0.0050301640861823
-0.0562489628791809,-1.22157883644104,0.0050016864099531
-0.0562262535095214,-1.2215882539749146,0.0050097561847196
-0.0562164783477783,-1.221601486206055,0.0050163349296386
-0.0562398433685302,-1.221579909324646,0.0050114195641098
-0.0562033653259277,-1.2216074466705322,0.0050212817269004
-0.0561702847480773,-1.2216203212738037,0.0050494437459824
-0.056283414363861,-1.2215497493743896,0.0049743859035905
-0.0562504529953002,-1.2215781211853027,0.0049988156400033
-0.0562391281127929,-1.221587896347046,0.0050040928879348
-0.0562489032745361,-1.2215782403945925,0.0049946063953481
-0.0561963319778442,-1.2216064929962158,0.0050293018228161
-0.0562504529953002,-1.221575379371643,0.0049920784431516
-0.0562422275543212,-1.2215826511383057,0.0050095013925588
-0.0562223196029663,-1.221593976020813,0.0050194861085471
-0.0562385320663452,-1.2215795516967771,0.0050113643910367
-0.0562432408332824,-1.221580982208252,0.0050061466214871
-0.0562471151351928,-1.221570611000061,0.0050029225118125
-0.0562227368354797,-1.2215778827667236,0.0050108255303276
-0.0562566518783569,-1.2215677499771118,0.0049913264694714
