log_time_ns,_full_text,_type,theta,x,y
1714743149555931401,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005567726388901688,-0.05675119161605835,-1.2224698066711426
1714743149555948293,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005559334308145929,-0.05676472187042236,-1.222457766532898
1714743149561008968,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005571472344968361,-0.05675768852233887,-1.222462773323059
1714743149563825989,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005539539935475075,-0.05679881572723389,-1.222422480583191
1714743149568136828,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055879036197808915,-0.056719422340393066,-1.2224762439727783
1714743149572227176,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005567583828196625,-0.056755900382995605,-1.2224680185317993
1714743149578867604,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005570220523911321,-0.05674618482589722,-1.2224769592285156
1714743149581026375,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005610769584325715,-0.05665934085845947,-1.222496747970581
1714743149585950750,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005533081441802924,-0.056819140911102295,-1.2224149703979492
1714743149589186683,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005566169942291592,-0.056765615940093994,-1.2224550247192383
1714743149593028766,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00557567409592587,-0.05674821138381958,-1.2224621772766113
1714743149597125275,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005562893734626001,-0.05675762891769409,-1.222456455230713
1714743149601497653,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005557085901827744,-0.056777238845825195,-1.2224375009536743
1714743149608304910,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00554506886311391,-0.056805431842803955,-1.2224147319793701
1714743149611318908,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005585959029480002,-0.05672675371170044,-1.2224661111831665
1714743149614534070,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005558035194687294,-0.05678510665893555,-1.2224434614181519
1714743149618229833,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005526076502717737,-0.05683392286300659,-1.222395658493042
1714743149624558937,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005585537748611855,-0.056720614433288574,-1.2224786281585693
1714743149626802711,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055858836122302654,-0.05671960115432739,-1.2224891185760498
1714743149631174697,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005571797984882719,-0.05674898624420166,-1.2224690914154053
1714743149634929813,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005573451260840786,-0.056740760803222656,-1.2224713563919067
