log_time_ns,_full_text,_type,theta,x,y
1714839189485443093,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004828336692238723,-0.05674469470977783,-1.2199546098709106
1714839189489842116,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004840654598184649,-0.056739091873168945,-1.2199547290802002
1714839189492262506,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004859049605965518,-0.05670201778411865,-1.2199747562408447
1714839189497014514,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00483084856703001,-0.05674988031387329,-1.219954252243042
1714839189499698850,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0048548519091617766,-0.05670863389968872,-1.2199852466583252
1714839189503358816,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004835622273493144,-0.05674177408218384,-1.2199525833129883
1714839189507482512,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004829361816116285,-0.05674546957015991,-1.2199565172195435
1714839189511695207,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004834506071942134,-0.056743323802948,-1.2199573516845703
1714839189515800387,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004834415161936059,-0.05674010515213013,-1.2199633121490479
1714839189522260371,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004840473570051881,-0.056735336780548096,-1.2199585437774658
1714839189524219707,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0048347359048322115,-0.0567474365234375,-1.2199598550796509
1714839189528802783,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004836468771737183,-0.05674630403518677,-1.2199454307556152
1714839189532575545,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004847838130611447,-0.056729674339294434,-1.2199538946151733
1714839189536696165,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004847131133889225,-0.05671972036361694,-1.2199653387069702
1714839189541440840,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004836287888552167,-0.05674201250076294,-1.2199444770812988
1714839189544826461,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004840228034252323,-0.05673402547836304,-1.219956636428833
1714839189552062712,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004827534397754758,-0.056754887104034424,-1.2199441194534302
1714839189553969928,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004855542583966134,-0.0567011833190918,-1.2199809551239014
1714839189558544196,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004832130495318224,-0.056748151779174805,-1.2199426889419556
1714839189562004219,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004828407585676183,-0.05675673484802246,-1.219940423965454
1714839189566786306,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004822086052346852,-0.05675828456878662,-1.2199501991271973
1714839189570035264,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0048414001887636575,-0.05672937631607056,-1.2199681997299194
1714839189574621346,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004848033385862204,-0.05671358108520508,-1.2199760675430298
1714839189579187640,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004821618840123202,-0.05676627159118652,-1.2199382781982422
1714839189583827494,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004837916790589422,-0.05673712491989136,-1.2199572324752808
1714839189586948357,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00483015359305835,-0.05675053596496582,-1.2199511528015137
1714839189591221639,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004846494242130776,-0.056727468967437744,-1.2199680805206299
1714839189594847790,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004833269164016449,-0.05675393342971802,-1.2199440002441406
1714839189598967628,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004834586076429015,-0.05674523115158081,-1.2199487686157227
1714839189603299352,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004846856305066483,-0.05672842264175415,-1.2199562788009644
1714839189607377911,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004856549292570628,-0.0567057728767395,-1.2199749946594238
1714839189613492181,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004824727399299172,-0.05676370859146118,-1.2199428081512451
1714839189615899685,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004845712498132037,-0.0567203164100647,-1.2199697494506836
1714839189620332984,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004837159234598583,-0.05674189329147339,-1.2199567556381226
1714839189624889098,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00482633502811108,-0.056761085987091064,-1.2199476957321167
1714839189627980935,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004837137866213608,-0.056737422943115234,-1.2199516296386719
1714839189632499768,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004845774946933024,-0.056720077991485596,-1.2199698686599731
1714839189636420364,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004819006133054178,-0.05676978826522827,-1.2199366092681885
1714839189643656516,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004829255339324595,-0.05676156282424927,-1.2199525833129883
1714839189645294977,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004860839641839938,-0.05669724941253662,-1.2199827432632446
