log_time_ns,_full_text,_type,theta,x,y
1714742163738214460,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0054868617959294525,-0.056851983070373535,-1.2226626873016357
1714742163740697100,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005453638369318495,-0.05690652132034302,-1.2226362228393555
1714742163745831484,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0054687787940683324,-0.056875526905059814,-1.2226581573486328
1714742163752063306,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005473323854042291,-0.05686706304550171,-1.2226568460464478
1714742163754104007,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005491119783658248,-0.05683290958404541,-1.2226719856262207
1714742163759304378,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005477923583050248,-0.05686300992965698,-1.2226626873016357
1714742163762084710,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005474884456127275,-0.05687028169631958,-1.2226593494415283
1714742163770475359,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005445520999295328,-0.05692172050476074,-1.2226312160491943
1714742163770689340,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005474258855499506,-0.056870460510253906,-1.2226642370224
1714742163775058034,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005488554854270802,-0.05684494972229004,-1.222672462463379
1714742163780137914,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005495954722302734,-0.05681717395782471,-1.222688913345337
1714742163784678528,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005468230591867605,-0.05687016248703003,-1.2226611375808716
1714742163788211916,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005475433320668325,-0.056858181953430176,-1.222658395767212
1714742163791815278,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005489817938563232,-0.05683791637420654,-1.222679853439331
1714742163795127171,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005457848328679751,-0.05688595771789551,-1.2226567268371582
1714742163805884288,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005476186153414476,-0.0568576455116272,-1.222658395767212
1714742163806199133,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005490785741543856,-0.05683654546737671,-1.2226784229278564
1714742163809901997,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005457335682709203,-0.05688828229904175,-1.2226455211639404
1714742163814990202,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005501108076709181,-0.056807756423950195,-1.2226905822753906
1714742163816333372,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055021781930315,-0.056806325912475586,-1.222691297531128
1714742163820445653,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005481719641166182,-0.056853413581848145,-1.2226674556732178
1714742163824075627,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005467357883102589,-0.05688720941543579,-1.22265625
1714742163828057177,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0054678067270986395,-0.05688256025314331,-1.2226535081863403
1714742163832536842,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0054710056007038115,-0.056873202323913574,-1.222661018371582
