time,steering,throttle
0.00971648,-0.0,0.1643556505441665
0.014677248,-0.0,0.1643556505441665
0.0197184,-0.0,0.1643556505441665
0.024745728,-0.0,0.1643556505441665
0.029699328,-0.0,0.1643556505441665
0.03467392,-0.0,0.1643556505441665
0.0396416,-0.0,0.1643556505441665
0.0447168,-0.0,0.1643556505441665
0.049675776,-0.0,0.1643556505441665
0.054572032,-0.0,0.1643556505441665
0.059711744,-0.0,0.1643556505441665
0.064703232,-0.0,0.1643556505441665
0.069691904,-0.0,0.1643556505441665
0.07474304,-0.0,0.1643556505441665
0.079674112,-0.0,0.1643556505441665
0.084614912,-0.0,0.1643556505441665
0.089601536,-0.0,0.1643556505441665
0.094680832,-0.0,0.1643556505441665
0.099684608,-0.0,0.1643556505441665
0.104573184,-0.0,0.1643556505441665
0.109678336,-0.0,0.1643556505441665
0.11458816,-0.0,0.1643556505441665
0.119751424,-0.0,0.1669896990060806
0.12470784,-0.0,0.1696393638849258
0.129769216,-0.0,0.1696393638849258
0.13468928,-0.0,0.1696393638849258
0.139677952,-0.0,0.1696393638849258
0.144686848,-0.0,0.1696393638849258
0.149687296,-0.0,0.1696393638849258
0.154765824,-0.0,0.1723048537969589
0.159570944,-0.0,0.1723048537969589
0.16467456,-0.0,0.1749863922595977
0.169699072,-0.0,0.1749863922595977
0.174685952,-0.0,0.1776841729879379
0.1797632,-0.0,0.1776841729879379
0.184684032,-0.0,0.1776841729879379
0.189695488,-0.0,0.1803984194993972
0.1946944,-0.0,0.1803984194993972
0.199664896,-0.0,0.1803984194993972
0.204708352,-0.0,0.1803984194993972
0.20966528,-0.0,0.1803984194993972
0.214564864,-0.0,0.1803984194993972
0.219604224,-0.0,0.1803984194993972
0.224714752,-0.0,0.1803984194993972
0.229742592,-0.0,0.1803984194993972
0.234668288,-0.0,0.1803984194993972
0.23956352,-0.0,0.1831293255090713
0.244724224,-0.0,0.1831293255090713
0.24966144,-0.0,0.1831293255090713
0.254669312,-0.0,0.1831293255090713
0.2596736,-0.0,0.1858771294355392
0.264695296,0.0100801987573504,0.1886420100927353
0.26957056,0.0271994043141603,0.1886420100927353
0.274672128,0.0391381978988647,0.1886420100927353
0.279565056,0.0568969920277595,0.1914242058992386
0.28466688,0.0720749720931053,0.1942239105701446
0.2897664,0.0839211270213127,0.1942239105701446
0.294678784,0.1018096879124641,0.1942239105701446
0.29966976,0.116576962172985,0.1942239105701446
0.304575744,0.1281084418296814,0.1942239105701446
0.309675008,0.1446696817874908,0.1942239105701446
0.314676224,0.1555432379245758,0.1970413476228714
0.319674624,0.1686476916074752,0.1970413476228714
0.324683264,0.183637797832489,0.1970413476228714
0.329710336,0.1931958347558975,0.1970413476228714
0.334573056,0.2044326961040496,0.1970413476228714
0.339573504,0.2168777585029602,0.1970413476228714
0.344750848,0.2249494194984436,0.1970413476228714
0.349673984,0.2365099936723709,0.1970413476228714
0.354563584,0.2456580698490142,0.1998767256736755
0.359688704,0.2523016929626465,0.1998767256736755
0.364672,0.2616810202598572,0.1998767256736755
0.369697792,0.2680994272232055,0.1998767256736755
0.374709504,0.272907018661499,0.1998767256736755
0.379702272,0.2791264057159424,0.1998767256736755
0.38458752,0.283547431230545,0.1998767256736755
0.38958336,0.2868683338165283,0.1998767256736755
0.394680832,0.2912577390670776,0.2027302533388137
0.39967104,0.2942858934402466,0.2027302533388137
0.404599296,0.2965009212493896,0.2027302533388137
0.40958848,0.2993132174015045,0.2027302533388137
0.414592256,0.3015174269676208,0.2027302533388137
0.419700224,0.3027843832969665,0.2027302533388137
0.4247104,0.3046484887599945,0.2027302533388137
0.429735936,0.3053799271583557,0.2027302533388137
0.434574848,0.3057786226272583,0.2027302533388137
0.43969024,0.305911511182785,0.2027302533388137
0.444577536,0.3061107695102691,0.2027302533388137
0.449692672,0.3061107695102691,0.2027302533388137
0.454580992,0.3061107695102691,0.2027302533388137
0.459578624,0.3061107695102691,0.2056021392345428
0.464736768,0.3061107695102691,0.2056021392345428
0.469608448,0.3061107695102691,0.2056021392345428
0.474597888,0.3061107695102691,0.2084925919771194
0.479568384,0.3061107695102691,0.2084925919771194
0.484599808,0.3061107695102691,0.2114018201828003
0.48968704,0.3061107695102691,0.2114018201828003
0.494701056,0.3061107695102691,0.2143300473690033
0.499578368,0.3061107695102691,0.2143300473690033
0.504576512,0.3061107695102691,0.2172774821519851
0.509573632,0.3061107695102691,0.2202443331480026
0.514592256,0.3061107695102691,0.2232308089733123
0.519695872,0.3061107695102691,0.2232308089733123
0.524701952,0.3061107695102691,0.2262371182441711
0.529566208,0.3061107695102691,0.2262371182441711
