time,x_raw,y_raw,qw_raw,qx_raw,qy_raw,qz_raw
0.0,-0.1423927247524261,-1.1502052545547483,0.9983626008033752,-0.0228721797466278,0.0407418198883533,0.0330027118325233
0.004166656,-0.1423903554677963,-1.150191307067871,0.9983555674552916,-0.023177120834589,0.0408021099865436,0.0329272709786891
0.008333056,-0.1423891335725784,-1.1501935720443726,0.998349666595459,-0.0232750214636325,0.0408709533512592,0.0329520441591739
0.012499968,-0.14237941801548,-1.1502013206481934,0.9983481168746948,-0.0233237259089946,0.0408449061214923,0.032996267080307
0.016666624,-0.1423766911029815,-1.1502034664154053,0.9983610510826112,-0.022907018661499,0.0408247113227844,0.0329231731593608
0.02083328,-0.1424061805009842,-1.150177001953125,0.9983566403388976,-0.0232818070799112,0.0409667044878006,0.0326140858232975
0.024999936,-0.1423750072717666,-1.1501870155334473,0.9983564019203186,-0.023202758282423,0.0408182814717292,0.0328648015856742
0.029166592,-0.1423836201429367,-1.150196194648743,0.9983587861061096,-0.023271907120943,0.0406465902924537,0.0329570919275283
0.033333248,-0.1424173563718795,-1.150170922279358,0.998343586921692,-0.0235481150448322,0.0410849899053573,0.0326762124896049
0.037499904,-0.1423860490322113,-1.1502000093460083,0.99833881855011,-0.0235138162970542,0.0409971736371517,0.0329541899263858
0.041666816,-0.1424124538898468,-1.1501684188842771,0.9983426332473756,-0.0235886685550212,0.0410864390432834,0.0326744206249713
0.045833216,-0.1424058079719543,-1.1501779556274414,0.9983445405960084,-0.0231090392917394,0.0413229316473007,0.0326595865190029
0.049999872,-0.1423801630735397,-1.15019428730011,0.9983457326889038,-0.0231696218252182,0.0410516336560249,0.0329221561551094
0.054166528,-0.1423880010843277,-1.1501954793930054,0.9983550906181335,-0.0231051668524742,0.0408649966120719,0.0329137481749057
0.05833344,-0.1424126178026199,-1.150173902511597,0.9983469247817992,-0.0235014501959085,0.0410769805312156,0.0326173976063728
0.06249984,-0.1424041539430618,-1.150176763534546,0.9983386993408204,-0.0233832150697708,0.0412588752806186,0.032725304365158
0.066666496,-0.142378568649292,-1.1501888036727903,0.9983505010604858,-0.0232548937201499,0.0408724658191204,0.032937616109848
0.070833152,-0.1423727124929428,-1.150191307067871,0.998353123664856,-0.0233033560216426,0.0407811813056468,0.0329375304281711
0.075000064,-0.1423743069171905,-1.1501880884170532,0.998354434967041,-0.0232447870075702,0.0408307835459709,0.0328779630362987
0.07916672,-0.1423770487308502,-1.1501922607421875,0.9983501434326172,-0.0234104730188846,0.0408356450498104,0.0328859612345695
0.08333312,-0.1423770934343338,-1.150194525718689,0.998340368270874,-0.0233950540423393,0.0409987457096576,0.0329898111522197
0.087500032,-0.1424057632684707,-1.1501857042312622,0.9983420372009276,-0.0233348701149225,0.0411892049014568,0.0327441953122615
0.091666688,-0.142375186085701,-1.150201678276062,0.9983443021774292,-0.0230485256761312,0.0411026664078235,0.0329873152077198
0.095833344,-0.14240463078022,-1.1501657962799072,0.9983454942703248,-0.023508857935667,0.0410699993371963,0.0326629914343357
0.099999744,-0.1423781514167785,-1.1501978635787964,0.9983524084091188,-0.0231928471475839,0.040898498147726,0.0328939780592918
0.104166656,-0.1424112617969513,-1.1501730680465698,0.9983495473861694,-0.023349717259407,0.041080929338932,0.0326391458511352
0.108333312,-0.1423885822296142,-1.15018892288208,0.9983482360839844,-0.0233977902680635,0.0409281216561794,0.0328387133777141
0.112499968,-0.142415702342987,-1.150179386138916,0.998358428478241,-0.0232146307826042,0.0409477278590202,0.0326326712965965
0.116666624,-0.142388179898262,-1.1501927375793457,0.9983475208282472,-0.0232863593846559,0.0409064479172229,0.0329660288989543
0.12083328,-0.1423767805099487,-1.150202751159668,0.9983503818511964,-0.0232257209718227,0.0408548489212989,0.0329850278794765
0.124999936,-0.1423807144165039,-1.1501916646957395,0.9983470439910888,-0.0234862156212329,0.0408829152584075,0.0328663922846317
0.129166592,-0.1423826813697815,-1.1502013206481934,0.9983456134796144,-0.0234179887920618,0.0408804155886173,0.0329609140753746
0.133333248,-0.1423860341310501,-1.15019690990448,0.9983510971069336,-0.0231822840869426,0.0408479310572147,0.0330023095011711
0.137499904,-0.1423880606889724,-1.150196194648743,0.998348593711853,-0.0232763476669788,0.0408726260066032,0.0329824537038803
0.14166656,-0.1423839330673217,-1.1501902341842651,0.9983513355255128,-0.023160146549344,0.0408798679709434,0.0329720638692379
0.145833216,-0.1423737555742263,-1.1501911878585815,0.9983391761779784,-0.0235713366419076,0.040920291095972,0.0329991616308689
0.150000128,-0.1423845440149307,-1.1501952409744265,0.998354196548462,-0.0234428718686103,0.0407917350530624,0.0327940136194229
0.154166528,-0.1424130201339721,-1.1501744985580444,0.998346209526062,-0.0233758371323347,0.041175540536642,0.0326054282486438
0.158333184,-0.1424092352390289,-1.150177836418152,0.9983410835266112,-0.0233496315777301,0.0413019321858882,0.0326190441846847
0.16249984,-0.1423866748809814,-1.1501960754394531,0.9983514547348022,-0.0230918526649475,0.0408995524048805,0.0329898409545421
0.166666752,-0.1424076706171035,-1.1501747369766235,0.9983514547348022,-0.0232231654226779,0.0410529933869838,0.0327062644064426
0.170833408,-0.1423821300268173,-1.150187611579895,0.9983428716659546,-0.0233186222612857,0.0410030335187912,0.0329625271260738
0.174999808,-0.1423800736665725,-1.1501960754394531,0.9983521699905396,-0.0233633760362863,0.0407851450145244,0.0329196080565452
0.179166464,-0.1424067765474319,-1.1501764059066772,0.9983432292938232,-0.0233627036213874,0.0411566421389579,0.032728437334299
0.183333376,-0.1423879563808441,-1.1501935720443726,0.9983416795730592,-0.0233175083994865,0.0410462990403175,0.0329463705420494
0.187500032,-0.1423783749341964,-1.150197148323059,0.9983471632003784,-0.0233499594032764,0.0408407934010028,0.0330104790627956
0.191666432,-0.1423808187246322,-1.1502000093460083,0.9983592629432678,-0.0231744349002838,0.0407253317534923,0.0329138040542602
0.195833088,-0.1423766613006591,-1.1501938104629517,0.9983578324317932,-0.0232465770095586,0.04078359156847,0.0328331626951694
0.2,-0.1423802375793457,-1.1501846313476562,0.9983556866645812,-0.023212943226099,0.0408670604228973,0.0328175388276577
0.204166656,-0.14237642288208,-1.1501973867416382,0.9983617663383484,-0.0230695903301239,0.0407302565872669,0.0329029522836208
0.208333312,-0.1424018889665603,-1.1501786708831787,0.9983502626419068,-0.0233611222356557,0.0410213880240917,0.0326857231557369
0.212499968,-0.1423861682415008,-1.150197982788086,0.9983453750610352,-0.0234618317335844,0.0409140773117542,0.0328972712159156
0.216666624,-0.1423842757940292,-1.150196194648743,0.9983487129211426,-0.0233273170888423,0.0408912524580955,0.0329188331961631
0.22083328,-0.1423777639865875,-1.1501959562301636,0.99835604429245,-0.0233017560094594,0.0407469682395458,0.0328925959765911
0.224999936,-0.1423854082822799,-1.150203824043274,0.9983555674552916,-0.0231569651514291,0.0407643131911754,0.0329899713397026
0.229166592,-0.1423916816711425,-1.150195837020874,0.9983490705490112,-0.0234148073941469,0.0408466011285781,0.0329007841646671
0.233333248,-0.1424073278903961,-1.1501790285110474,0.9983395338058472,-0.0236886609345674,0.0411181114614009,0.0326541103422641
0.237499904,-0.142380803823471,-1.1501966714859009,0.9983456134796144,-0.0233813431113958,0.0409398861229419,0.0329154282808303
0.24166656,-0.1424080282449722,-1.1501760482788086,0.9983495473861694,-0.0231617111712694,0.0411460027098655,0.0326916463673114
0.245833216,-0.1423781663179397,-1.1501893997192385,0.9983468055725098,-0.023347120732069,0.0409522354602813,0.0328861325979232
0.249999872,-0.1424073278903961,-1.1501716375350952,0.998342752456665,-0.0235478486865758,0.041105967015028,0.0326757580041885
0.254166528,-0.1423749476671219,-1.1502037048339844,0.9983466863632202,-0.0231521483510732,0.0409503057599067,0.0330318883061409
0.258333184,-0.142406478524208,-1.150181531906128,0.9983593821525574,-0.023026080802083,0.0410257242619991,0.032639130949974
