log_time_ns,_full_text,_type,theta,x,y
1714743107775640586,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055870982660946224,-0.05673038959503174,-1.2224892377853394
1714743107775664462,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005582440016383103,-0.05673342943191528,-1.2224783897399902
1714743107777007452,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005580638583203071,-0.056736528873443604,-1.2224860191345215
1714743107780584999,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005575304188876124,-0.056745827198028564,-1.2224725484848022
1714743107784646171,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005578441784802052,-0.05673700571060181,-1.2224783897399902
1714743107788799551,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005582271004964884,-0.056733131408691406,-1.2224706411361694
1714743107794396321,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005576537878183113,-0.056737542152404785,-1.2224769592285156
1714743107797196330,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005592292390034805,-0.056715309619903564,-1.2224879264831543
1714743107802638516,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005606680822304,-0.056690752506256104,-1.2224905490875244
1714743107806258303,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00557133787922813,-0.056751251220703125,-1.2224665880203247
1714743107811968763,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00557962897114332,-0.05673360824584961,-1.2224905490875244
1714743107813594304,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005582811833384363,-0.05672645568847656,-1.2224888801574707
1714743107819518651,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005587911497338337,-0.056730806827545166,-1.2224822044372559
1714743107822080675,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005583918249121062,-0.056725144386291504,-1.2224830389022827
1714743107826257549,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005570369041026699,-0.05675309896469116,-1.2224650382995605
1714743107832704197,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005552820306689763,-0.056784868240356445,-1.2224359512329102
1714743107834645342,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005578290688361123,-0.0567438006401062,-1.222468614578247
1714743107839570779,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005591712874228363,-0.05670809745788574,-1.2224940061569214
1714743107843094702,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00557008371063833,-0.05675309896469116,-1.2224698066711426
1714743107847136950,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00559028401674766,-0.0567169189453125,-1.22249436378479
1714743107851198402,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005586749092664935,-0.05673348903656006,-1.222481369972229
