time,mocap_pos_x,mocap_pos_y,state_vel_x,state_vel_y,turn_angle,turn_rate,throttle,steering
5.10291221,1.886863032249929,0.8099346252003411,-0.7974732103997723,0.8662285391963931,2.240371112268276,2.1884779815307756,0.16963936388492584,0.9661207899788481
5.107053449,1.8834612730434193,0.8133978363584515,-0.8055553768136031,0.8614718823223744,2.2492575439599385,2.1850950332485493,0.16963936388492584,0.9641940593738483
5.113728636,1.8801672139242607,0.8171986322658029,-0.8195318407535709,0.8531056390448918,2.2634972085242278,2.179643255981841,0.16963936388492584,0.9608474293848329
5.116528343,1.8769073716500582,0.8210218917091354,-0.8251244408956516,0.8479863846524213,2.270117008968395,2.196352639309544,0.16963936388492584,0.959385151175107
5.11998554,1.8734236560438804,0.8244525282665507,-0.8317340076805042,0.8398932176644839,2.279003713005693,2.2378861591389168,0.16963936388492584,0.9575416552300461
5.12409086,1.8699229862202993,0.8276159860660574,-0.8395826743064405,0.8302828193276478,2.2895564133055015,2.2872059953026924,0.16963936388492584,0.9553130328512794
5.1278307,1.8665180592822161,0.8306949972447355,-0.844902793511919,0.8190983305582253,2.298489657748358,2.3060976063234184,0.16963936388492584,0.9532527060185917
5.131938035,1.86310718259399,0.8340820822471563,-0.8500065167932693,0.8058333037678268,2.30802603491869,2.3163274156850417,0.16963936388492584,0.9508589159710678
5.137136351,1.8596429118260251,0.8377556841369971,-0.8563034101651945,0.7963533403444103,2.320460211433731,2.3386712024554996,0.16963936388492584,0.9477169441765574
5.140480191,1.8561967836868662,0.8413241025542758,-0.8601913697151978,0.7975672177549558,2.3288234900577898,2.3624450946254396,0.16963936388492584,0.9459359817783701
5.147926676,1.8526573970951021,0.8447767092655131,-0.8725160523588037,0.794009659026937,2.3455795908116572,2.3547065319601987,0.16963936388492584,0.9407474271928499
5.149001526,1.8488500050288155,0.8479416010312607,-0.8751545287374309,0.7920285084115092,2.347560256331579,2.339364714266873,0.16963936388492584,0.9399617224041753
5.155465718,1.8451581476951378,0.8508476516901109,-0.8908075397005449,0.7796587090918037,2.3596103012019194,2.2520317535458885,0.16963936388492584,0.9351798433472865
5.157232485,1.8415194655396205,0.8539299043904517,-0.8941395845539356,0.7742741485743306,2.3635124430486125,2.249883705986996,0.16963936388492584,0.9338512529172729
5.16133519,1.8377848703066038,0.8573277548879071,-0.9018771057325828,0.7617703700014645,2.3725738172225372,2.2448956088241507,0.16963936388492584,0.9306873306634966
5.165405122,1.8340860664645804,0.8605777077292688,-0.9093387564019596,0.7499890429583437,2.381608681320405,2.241569137823479,0.16963936388492584,0.9273880377733458
5.169486386,1.830415294300787,0.8637870653766181,-0.9142950060042068,0.7455219438443234,2.391210060902668,2.2573722654641535,0.16963936388492584,0.9238826572327713
5.177460946,1.8266752427944999,0.8668401276286438,-0.9270458586919742,0.729921560634383,2.407827856834959,2.221392064259964,0.16963936388492584,0.9167001806249558
5.178849007,1.8226990605940654,0.8696356701573907,-0.9305230931291867,0.7243875486055457,2.409841494177842,2.187706542146863,0.16963936388492584,0.9153569012183502
5.182734094,1.8187392718959898,0.8724425079577268,-0.9402556324829788,0.7088982306353159,2.415477526213572,2.093423089150348,0.16963936388492584,0.9115279524227605
5.186651584,1.8148200826005632,0.8751305689910612,-0.9484767732434554,0.6951263144995201,2.423380691617412,2.074710321635251,0.16963936388492584,0.9074839064631065
5.190407595,1.8109721431031518,0.8780739492652777,-0.9540844915885053,0.6845594164390205,2.434128924308864,2.1658237669816134,0.16963936388492584,0.9034979929443059
5.194632524,1.8070082687135705,0.8809404148734203,-0.9603923037487556,0.6726732973472899,2.446219016695937,2.268312241465254,0.16963936388492584,0.8988561376957843
