log_time_ns,_full_text,_type,theta,x,y
1714841813193068532,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0049928435679505575,-0.0562593936920166,-1.2215657234191895
1714841813199099685,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005010570912040042,-0.05622994899749756,-1.221590280532837
1714841813200422131,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005018407239007217,-0.056217730045318604,-1.221593976020813
1714841813204563972,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005009767407894801,-0.05623120069503784,-1.2215907573699951
1714841813208361863,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005005556090710694,-0.05624359846115112,-1.221570372581482
1714841813212176237,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004995703063021387,-0.056251585483551025,-1.2215726375579834
1714841813216334619,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005011976474280169,-0.05622464418411255,-1.2215948104858398
1714841813222004630,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005014423350535895,-0.05623048543930054,-1.2215813398361206
1714841813224703715,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00502024888619713,-0.05621880292892456,-1.2215956449508667
1714841813230649386,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005027824113098808,-0.056209027767181396,-1.2215938568115234
1714841813233548744,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004986516445252195,-0.056265830993652344,-1.221566081047058
1714841813238093358,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005003504695596385,-0.05624735355377197,-1.2215749025344849
1714841813241394196,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004990249319290305,-0.05626159906387329,-1.2215620279312134
1714841813245529013,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.004997281116681695,-0.056258976459503174,-1.221566915512085
1714841813249584639,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005014103657593211,-0.05621945858001709,-1.2215901613235474
