log_time_ns,_full_text,_type,theta,x,y
1714742640688959067,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005525328982018763,-0.0567394495010376,-1.2226303815841675
1714742640692096849,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005504265513549521,-0.0567745566368103,-1.2226089239120483
1714742640696140225,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005528975495370317,-0.0567394495010376,-1.222629189491272
1714742640699548275,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005527917514190761,-0.05674242973327637,-1.2226219177246094
1714742640704895831,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005533641201462391,-0.05673152208328247,-1.2226375341415405
1714742640709463120,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005526649798737469,-0.05674165487289429,-1.222635269165039
1714742640712303733,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005525732340757741,-0.05674034357070923,-1.2226296663284302
1714742640719317611,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005511730326079125,-0.056765973567962646,-1.2226091623306274
1714742640720936112,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005521682655903203,-0.0567435622215271,-1.2226336002349854
1714742640724323913,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005515362036716842,-0.056762874126434326,-1.2225980758666992
1714742640729025681,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055218305338061175,-0.05674475431442261,-1.2226197719573975
1714742640736601556,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005525804546331789,-0.056738078594207764,-1.2226320505142212
1714742640737196496,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005530397493420277,-0.05672895908355713,-1.2226378917694092
1714742640741182783,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00551344639749795,-0.05678200721740723,-1.2225970029830933
1714742640745144252,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00552205017971695,-0.05674409866333008,-1.2226333618164062
1714742640752880545,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005543466358410117,-0.05671405792236328,-1.2226405143737793
1714742640753384981,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005521133211555132,-0.05675846338272095,-1.2226195335388184
1714742640758507585,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005521731188716849,-0.05674928426742554,-1.2226297855377197
1714742640764831442,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005507143202642537,-0.056783854961395264,-1.222602367401123
1714742640767065974,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005536273840452121,-0.056724369525909424,-1.2226369380950928
1714742640769999714,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005507026484381309,-0.05677783489227295,-1.2226035594940186
1714742640774330772,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005507885363675181,-0.05678248405456543,-1.2226004600524902
1714742640781248446,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0054831400652913765,-0.05682617425918579,-1.222559928894043
1714742640782532636,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055270725109268365,-0.056744396686553955,-1.2226213216781616
1714742640787618841,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055174478276235825,-0.056749701499938965,-1.2226277589797974
1714742640790915257,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005515601853044802,-0.05676746368408203,-1.222611665725708
1714742640797032937,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005506483554261606,-0.05677062273025513,-1.2226102352142334
1714742640799390173,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005501811676223654,-0.056789398193359375,-1.2225871086120605
1714742640804779179,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055000784677454,-0.056783437728881836,-1.2225966453552246
1714742640807434105,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005502870777568354,-0.05678063631057739,-1.2225948572158813
1714742640811473714,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005503508871319528,-0.0567859411239624,-1.2225978374481201
1714742640815559182,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00554300238371609,-0.05671489238739014,-1.2226519584655762
1714742640819803914,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005530633240161105,-0.056734323501586914,-1.22263503074646
1714742640827347939,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005537495575078413,-0.056726157665252686,-1.22263503074646
1714742640828593906,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00549662931159978,-0.056792497634887695,-1.222590684890747
1714742640833268230,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005481332001144796,-0.056822896003723145,-1.2225688695907593
1714742640836719964,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005499957392007061,-0.056787967681884766,-1.2226042747497559
1714742640840714187,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005529629436962898,-0.05674326419830322,-1.2226264476776123
1714742640845004195,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005530407040721418,-0.05673372745513916,-1.22263503074646
1714742640849170789,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005528765018358196,-0.0567438006401062,-1.2226295471191406
1714742640857643692,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005541292616412514,-0.05672037601470947,-1.2226409912109375
1714742640858906601,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005496345398725252,-0.05679190158843994,-1.2225842475891113
1714742640861109102,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00553650048058325,-0.05673825740814209,-1.222621202468872
1714742640867834556,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00553957938572274,-0.05672210454940796,-1.222641110420227
1714742640869725349,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005512513419553716,-0.05676758289337158,-1.2226159572601318
1714742640873917692,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005515377787861805,-0.056762635707855225,-1.222619652748108
1714742640878010533,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0054920866155613235,-0.056810081005096436,-1.222572922706604
1714742640882161466,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005531325047528645,-0.056733012199401855,-1.2226345539093018
1714742640888863326,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005495436732787645,-0.05679959058761597,-1.2225899696350098
1714742640893076187,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005525826514846039,-0.056760549545288086,-1.2226139307022095
1714742640895923282,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0054957563369107025,-0.05680418014526367,-1.2225743532180786
1714742640902095157,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055260474459811705,-0.05673950910568237,-1.2226279973983765
1714742640903083861,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00549257163683961,-0.05679666996002197,-1.2225799560546875
1714742640908875167,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005536462370591521,-0.056724727153778076,-1.2226383686065674
1714742640911408271,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00551005302737898,-0.056772470474243164,-1.222614049911499
1714742640919507668,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005516323597863012,-0.056750595569610596,-1.2226239442825317
1714742640920973386,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00552178695329136,-0.05675065517425537,-1.222628116607666
1714742640925043554,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005515473204297147,-0.056758224964141846,-1.2226190567016602
1714742640930401579,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005529527482151496,-0.05672955513000488,-1.2226303815841675
1714742640939013048,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055117237009636175,-0.05677825212478638,-1.222606897354126
1714742640939335886,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005467447201717238,-0.05685180425643921,-1.2225561141967773
1714742640940661576,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005512604530640209,-0.05675804615020752,-1.2226184606552124
1714742640945037341,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005515230949918906,-0.05674844980239868,-1.2226234674453735
1714742640950867711,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005526379110496038,-0.05673748254776001,-1.2226276397705078
1714742640953328174,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005524364500455368,-0.056741297245025635,-1.2226256132125854
1714742640958227933,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005523505102378367,-0.05674600601196289,-1.2226271629333496
1714742640961716536,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005537204122385068,-0.05671977996826172,-1.2226412296295166
1714742640965781274,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005529454588018611,-0.05673027038574219,-1.2226345539093018
1714742640969796407,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005531392741217883,-0.05672234296798706,-1.2226371765136719
1714742640974249689,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005523428947018463,-0.056745290756225586,-1.2226216793060303
1714742640981488618,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005527323624886471,-0.056734681129455566,-1.222625732421875
1714742640982652248,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005532702714698357,-0.056729257106781006,-1.2226290702819824
1714742640987632158,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005533139526255515,-0.05674088001251221,-1.2226239442825317
1714742640992367821,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005509654457046469,-0.056787073612213135,-1.2225947380065918
