log_time_ns,_full_text,_type,theta,x,y
1714838907236985461,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00551035717057802,-0.05559617280960083,-1.2211191654205322
1714838907237019105,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005499816078170054,-0.05562019348144531,-1.2211049795150757
1714838907240518483,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005505817473835661,-0.055598676204681396,-1.2211201190948486
1714838907244424862,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005473567470370076,-0.05565965175628662,-1.221079707145691
1714838907250729538,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005502731652564009,-0.055606842041015625,-1.2211132049560547
1714838907252835505,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.00549446152992946,-0.05562472343444824,-1.2211003303527832
1714838907257376742,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005511704789582023,-0.05558723211288452,-1.2211227416992188
1714838907260785237,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005501571001675518,-0.05560481548309326,-1.2211146354675293
1714838907266586789,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005502046049779896,-0.05560427904129028,-1.2211158275604248
1714838907269178858,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005512366859497668,-0.055593907833099365,-1.221118450164795
1714838907273873107,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005503771914481979,-0.05561023950576782,-1.2211037874221802
1714838907282322655,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005512018803390408,-0.05558878183364868,-1.2211294174194336
1714838907282617820,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005506422619164382,-0.05560648441314697,-1.2211092710494995
1714838907286140714,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005479136322276566,-0.055645525455474854,-1.221083641052246
1714838907290960103,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005509238553311331,-0.055596768856048584,-1.221117615699768
1714838907298412609,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005490514988646386,-0.05562800168991089,-1.221104383468628
1714838907298797798,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.005496713737801754,-0.055614173412323,-1.221107840538025
1714838907302996779,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,0.0055047621636831,-0.0556066632270813,-1.2211030721664429
