time,x_raw,y_raw,qw_raw,qx_raw,qy_raw,qz_raw
0.0,0.1167356297373771,-1.06131112575531,-0.994062840938568,0.0033116987906396,-0.0327137149870395,0.1037209033966064
0.004166912,0.1167348325252533,-1.061314344406128,-0.99406635761261,0.0033242446370422,-0.0327927097678184,0.1036610901355743
0.008333312,0.1167117804288864,-1.0613162517547607,-0.9940989017486572,0.0031656592618674,-0.0327979549765586,0.1033525392413139
0.012499968,0.1167336106300354,-1.0613149404525757,-0.9940757751464844,0.0033293268643319,-0.0327020324766635,0.1035999283194542
0.016666624,0.1167113631963729,-1.0613173246383667,-0.9940958023071288,0.0033102300949394,-0.0328614339232444,0.1033574193716049
0.020833536,0.1167300716042518,-1.0613117218017578,-0.9940698146820068,0.0035048346035182,-0.0326553806662559,0.1036657392978668
0.025000192,0.1167333722114563,-1.0613104104995728,-0.994066596031189,0.0033542679157108,-0.0327804945409297,0.1036619320511818
0.029166592,0.1167349368333816,-1.0613045692443848,-0.9940610527992249,0.0034594612661749,-0.0327384173870086,0.103725641965866
0.033333248,0.1167318895459175,-1.061305046081543,-0.994062840938568,0.003404296701774,-0.0326965041458606,0.1037236526608467
0.03750016,0.1167302206158638,-1.0612996816635132,-0.9940702319145204,0.0034621970262378,-0.0326507166028022,0.1036643981933593
0.041666816,0.1167326420545578,-1.0613038539886477,-0.9940699934959412,0.0032230124343186,-0.032704334706068,0.103657379746437
0.045833216,0.116714984178543,-1.0613056421279907,-0.9940881729125975,0.0032815895974636,-0.0325306430459022,0.1035365909337997
0.049999872,0.1167004704475402,-1.0613009929656982,-0.9940983057022096,0.0033125437330454,-0.032599039375782,0.1034165173768997
0.054166784,0.1167312264442443,-1.061305046081543,-0.9940648674964904,0.0032738565932959,-0.0326607897877693,0.1037193909287452
0.05833344,0.1167357787489891,-1.061303973197937,-0.9940609335899352,0.0034918366000056,-0.0327335111796855,0.1037265881896019
0.062500096,0.1167284175753593,-1.0613077878952026,-0.9940609335899352,0.0035584059078246,-0.0327200666069984,0.1037285551428794
0.066666752,0.1167303174734115,-1.0613036155700684,-0.9940643906593324,0.0033949129283428,-0.0326509699225425,0.1037230566143989
0.070833408,0.1167341768741607,-1.0613012313842771,-0.9940536618232728,0.0036036137025803,-0.0327408835291862,0.1037908419966697
