time,x,y,theta,vx,vy,omega,throttle,steering,throttle_filt,steering_filt
0.038082944,-0.1693653962090615,-0.09198018226067992,-0.11799185186051542,0.826971373197023,-0.008186853065732516,0.22048172271068614,0.1696393638849258,-0.0,0.1696393638849258,-0.0
0.043008384,-0.1659621962454712,-0.09228267780710082,-0.11707633023253727,0.8281879487520182,-0.015832900646198477,0.1898386476980637,0.1696393638849258,-0.0,0.1696393638849258,0.0
0.04798272,-0.15898198488486937,-0.09309450202332302,-0.1172971367811293,0.8336152179689218,0.005580462196343125,0.22136155436218957,0.1696393638849258,-0.0,0.1696393638849258,0.0
0.05301312,-0.15554659220216513,-0.09384443105247584,-0.11459466109172212,0.8396006893856701,0.0005912936736696254,0.19801837910840633,0.1696393638849258,-0.0,0.1696393638849258,0.0
0.057924223999999996,-0.1521260727695961,-0.09422342405085098,-0.11085107420381313,0.8448610493806774,-0.012378203551609216,0.10131288570696978,0.1696393638849258,-0.0,0.1696393638849258,0.0
0.062988672,-0.1485416939174271,-0.09438183198414002,-0.11271663875172422,0.84802436349276,-0.01586534955606782,-0.016012366874889997,0.1696393638849258,-0.0,0.1696393638849258,0.0
0.067999104,-0.14510387314431594,-0.09460593443276145,-0.11440964109252327,0.8451586204385467,-0.007040101199587101,-0.09622721112863361,0.1696393638849258,-0.0,0.1696393638849258,0.0
0.072995456,-0.13801830108941304,-0.095852312126724,-0.11160351192022766,0.8579448402983564,-0.007979574356546948,-0.17746512625399136,0.1696393638849258,-0.0,0.1696393638849258,0.0
0.07797824,-0.1344351182833292,-0.09634879576567511,-0.11141002146328916,0.8626956299909133,-0.014643454165112724,-0.2611269304159746,0.1696393638849258,-0.0,0.1696393638849258,0.0
0.083010688,-0.13116164841418676,-0.09662634755019675,-0.11581623422401321,0.8690443955660203,-0.007740743765819305,-0.24997057850646368,0.1723048537969589,-0.0,0.17053362651004786,0.0
0.087987328,-0.12729504390578755,-0.09708604874322291,-0.12071953960746651,0.8741652292694676,0.004203303647570282,-0.17299185020807784,0.1723048537969589,-0.0,0.17112127721439005,0.0
0.092994176,-0.12368926008634377,-0.09755558040691868,-0.12146096247835558,0.8778553587592196,0.006444148814750875,-0.1035635259997866,0.1723048537969589,-0.0,0.17151634308407548,0.0
0.09797696,-0.11632624944064662,-0.09825933595867398,-0.12509001471409853,0.8904791186560431,0.008110879074066813,-0.1383881982940812,0.1723048537969589,-0.0,0.17177827498834108,0.0
0.10289728,-0.11260499486234483,-0.0987133302929787,-0.12429240607312675,0.8879341050630478,0.008887524328167596,-0.08095205921888612,0.1723048537969589,-0.0,0.17195100407124897,0.0
0.107988608,-0.10897204653071546,-0.09931913136939532,-0.12218941850970033,0.8938286352086923,0.004163145102488615,0.036610454661775746,0.1723048537969589,-0.0,0.17207110840566892,0.0
0.112925056,-0.10526853282817568,-0.09964798826804916,-0.12079460759882643,0.9007634714008496,-0.0029575768306523828,0.10347910108651295,0.1723048537969589,-0.0,0.1721480332036251,0.0
0.118013824,-0.10159029145536619,-0.10007578752270581,-0.1166259552270974,0.9042872709325486,-0.009616707695309555,0.11550098908006055,0.1723048537969589,-0.0,0.1722012347780983,0.0
0.122940032,-0.09401496422402243,-0.10107298937725957,-0.11772114157932734,0.9113001790377264,-0.007340163350122658,0.1593284661173514,0.1723048537969589,-0.0,0.17223526470074252,0.0
0.128027264,-0.09021028276672778,-0.10156529449212089,-0.1169256423769891,0.9187120189865015,-0.010342321311867209,0.17236359919331737,0.1723048537969589,-0.0,0.1722588657592174,0.0
0.133111936,-0.08639462710646366,-0.10210259488249294,-0.11625407847220437,0.9258964300507179,-0.009247723022695198,0.18581408085711135,0.1723048537969589,-0.0,0.17227445469840666,0.0
0.13807552,-0.08266527239018034,-0.1025888151087999,-0.11644074550529382,0.9279090550868135,-0.004441754594744915,0.11973807098027626,0.1723048537969589,-0.0,0.17228451393035255,0.0
0.143263104,-0.07883426002783138,-0.10304703357137732,-0.11750178850630277,0.9285632348154388,-0.0031568553127725397,0.0689035180324127,0.1723048537969589,-0.0,0.17229154824812382,0.0
0.147922304,-0.07107029587788816,-0.10382126626606021,-0.1167225102781142,0.9365158870118246,-0.007435632040263223,0.11691067838939297,0.1723048537969589,-0.0,0.17229568112899932,0.0
0.152965504,-0.06714601642931742,-0.10427027784184881,-0.11395880178220708,0.9462926935577634,-0.018798867307256533,0.12615470455102848,0.1723048537969589,-0.0,0.17229876510226957,0.0
0.158036096,-0.06330779514617621,-0.10490090965459622,-0.11199175414101248,0.9482897935195519,-0.023108607339503668,0.08785645590673606,0.1723048537969589,-0.0,0.17230082332137506,0.0
0.163033984,-0.05951361929688875,-0.10530506748744488,-0.11445246147058974,0.9511534803758329,-0.021305003596372815,0.027660965662110657,0.1723048537969589,-0.0,0.17230216624574538,0.0
0.16800192,-0.05533855631200376,-0.10617919999549497,-0.11383490884655068,0.9509058639961159,-0.018822371561193152,0.06184421716892899,0.1723048537969589,-0.0,0.1723030563512404,0.0
0.173003392,-0.04744071001914879,-0.10727344286175364,-0.11133981199252574,0.956522487403959,-0.014772659904065134,0.1294126425915777,0.1723048537969589,-0.0,0.17230365567620257,0.0
0.177981568,-0.04352019358478241,-0.10764673753799446,-0.1102755046528543,0.9574340459708847,-0.011436021407989348,0.11477181164417138,0.1723048537969589,-0.0,0.17230405330660217,0.0
